,sentence,values
3657,"assayas ' ambitious , sometimes beautiful adaptation of jacques chardonne 's novel .",0.79167
3658,"as ex-marine walter , who may or may not have shot kennedy , actor raymond j. barry is perfectly creepy and believable .",0.77778
3659,those who do n't entirely ` get ' godard 's distinctive discourse will still come away with a sense of his reserved but existential poignancy .,0.66667
3660,"pete 's screenplay manages to find that real natural , even-flowing tone that few movies are able to accomplish .",0.86111
3661,"like brosnan 's performance , evelyn comes from the heart .",0.8333299999999999
3662,it uses some of the figures from the real-life story to portray themselves in the film .,0.61111
3663,"the result is a powerful , naturally dramatic piece of low-budget filmmaking .",0.8472200000000001
3664,its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .,0.61111
3665,the early and middle passages are surprising in how much they engage and even touch us .,0.86111
3666,"this is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one .",0.29167
3667,"it 's sort of in-between , and it works .",0.66667
3668,"this quiet , introspective and entertaining independent is worth seeking .",0.8472200000000001
3669,"whether our action-and-popcorn obsessed culture will embrace this engaging and literate psychodrama is n't much of a mystery , unfortunately .",0.5
3670,"whether or not ram dass proves as clear and reliable an authority on that as he was about inner consciousness , fierce grace reassures us that he will once again be an honest and loving one .",0.69444
3671,"sly , sophisticated and surprising .",0.69444
3672,spare but quietly effective retelling .,0.69444
3673,demonstrates a vivid imagination and an impressive style that result in some terrific setpieces .,0.79167
3674,"by its modest , straight-ahead standards , undisputed scores a direct hit .",0.79167
3675,"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream is one that any art-house moviegoer is likely to find compelling .",0.77778
3676,"for those who like quirky , slightly strange french films , this is a must !",0.76389
3677,"there are so few films about the plight of american indians in modern america that skins comes as a welcome , if downbeat , missive from a forgotten front .",0.65278
3678,"( shyamalan ) continues to cut a swathe through mainstream hollywood , while retaining an integrity and refusing to compromise his vision .",0.77778
3679,a whale of a good time for both children and parents seeking christian-themed fun .,0.81944
3680,what begins as a film in the tradition of the graduate quickly switches into something more recyclable than significant .,0.51389
3681,much smarter and more attentive than it first sets out to be .,0.72222
3682,the story is smart and entirely charming in intent and execution .,0.79167
3683,a movie of technical skill and rare depth of intellect and feeling .,0.8472200000000001
3684,represents a worthy departure from the culture clash comedies that have marked an emerging indian american cinema .,0.76389
3685,does n't do more than expand a tv show to movie length .,0.27778
3686,"however , it 's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome .",0.70833
3687,"if you 're looking for an intelligent movie in which you can release your pent up anger , enough is just the ticket you need .",0.79167
3688,"a pointed , often tender , examination of the pros and cons of unconditional love and familial duties .",0.69444
3689,"as well-acted and well-intentioned as all or nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .",0.44444
3690,a comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis .,0.93056
3691,it 's about issues most adults have to face in marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline .,0.69444
3692,"elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy .",1.0
3693,enriched by a strong and unforced supporting cast .,0.80556
3694,writer \/ director m. night shyamalan 's ability to pull together easily accessible stories that resonate with profundity is undeniable .,0.70833
3695,"if you can keep your eyes open amid all the blood and gore , you 'll see del toro has brought unexpected gravity to blade ii .",0.45833
3696,"not a strike against yang 's similarly themed yi yi , but i found what time ?",0.38889
3697,"to be more engaging on an emotional level , funnier , and on the whole less detached .",0.40278
3698,"a breathtaking adventure for all ages , spirit tells its poignant and uplifting story in a stunning fusion of music and images .",0.8333299999999999
3699,a charming and funny story of clashing cultures and a clashing mother\/daughter relationship .,0.58333
3700,"never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches ... gorgeous , passionate , and at times uncommonly moving .",0.66667
3701,`` ... something appears to have been lost in the translation this time .,0.18056
3702,the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . '',0.20833
3703,"( washington 's ) strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene .",0.86111
3704,"shiner can certainly go the distance , but is n't world championship material",0.65278
3705,the film 's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature\/nurture argument in regards to homosexuality .,0.33333
3706,... a quietly introspective portrait of the self-esteem of employment and the shame of losing a job ...,0.65278
3707,"affable if not timeless , like mike raises some worthwhile themes while delivering a wholesome fantasy for kids .",0.77778
3708,a film of delicate interpersonal dances .,0.70833
3709,caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose .,0.68056
3710,it 's a sight to behold .,0.59722
3711,"it 's an unusual , thoughtful bio-drama with a rich subject and some fantastic moments and scenes .",0.48611
3712,"saved from being merely way-cool by a basic , credible compassion .",0.48611
3713,"the increasingly diverse french director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .",0.875
3714,"gangs , despite the gravity of its subject matter , is often as fun to watch as a good spaghetti western .",0.40278
3715,peter jackson has done the nearly impossible .,0.76389
3716,"he has improved upon the first and taken it a step further , richer and deeper .",0.75
3717,"what jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery",0.38889
3718,there has to be a few advantages to never growing old .,0.5
3719,like being able to hit on a -year old when you 're over  .,0.27778
3720,"ice age wo n't drop your jaw , but it will warm your heart , and i 'm giving it a strong thumbs up .",0.79167
3721,"like kissing jessica stein , amy 's orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor .",0.77778
3722,the lady and the duke is eric rohmer 's economical antidote to the bloated costume drama,0.51389
3723,"one of the year 's best films , featuring an oscar-worthy performance by julianne moore .",0.875
3724,a small gem from belgium .,0.8472200000000001
3725,combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration .,0.65278
3726,a soap-opera quality twist in the last  minutes ... almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination .,0.36111
3727,the most ingenious film comedy since being john malkovich .,0.97222
3728,there 's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers .,0.625
3729,a movie where story is almost an afterthought amidst a swirl of colors and inexplicable events .,0.25
3730,manages to accomplish what few sequels can -- it equals the original and in some ways even betters it .,0.73611
3731,"to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest .",0.875
3732,"jolie gives it that extra little something that makes it worth checking out at theaters , especially if you 're in the mood for something more comfortable than challenging .",0.68056
3733,"although melodramatic and predictable , this romantic comedy explores the friendship between five filipino-americans and their frantic efforts to find love .",0.52778
3734,i have a new favorite musical -- and i 'm not even a fan of the genre,0.68056
3735,it 's unlikely we 'll see a better thriller this year .,0.72222
3736,"there is a real subject here , and it is handled with intelligence and care .",0.88889
3737,jason patric and ray liotta make for one splendidly cast pair .,0.8333299999999999
3738,noyce creates a film of near-hypnotic physical beauty even as he tells a story as horrifying as any in the heart-breakingly extensive annals of white-on-black racism .,0.59722
3739,"starts slowly , but adrien brody -- in the title role -- helps make the film 's conclusion powerful and satisfying .",0.75
3740,very predictable but still entertaining,0.625
3741,nothing short of a masterpiece -- and a challenging one .,0.90278
3742,"pratfalls aside , barbershop gets its greatest play from the timeless spectacle of people really talking to each other .",0.625
3743,"this amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as greenfingers ...",0.65278
3744,"this is one of mr. chabrol 's subtlest works , but also one of his most uncanny .",0.76389
3745,an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .,0.66667
3746,"even though we know the outcome , the seesawing of the general 's fate in the arguments of competing lawyers has the stomach-knotting suspense of a legal thriller , while the testimony of witnesses lends the film a resonant undertone of tragedy .",0.68056
3747,watching spirited away is like watching an eastern imagination explode .,0.58333
3748,"as relationships shift , director robert j. siegel allows the characters to inhabit their world without cleaving to a narrative arc .",0.65278
3749,"twohy knows how to inflate the mundane into the scarifying , and gets full mileage out of the rolling of a stray barrel or the unexpected blast of a phonograph record .",0.72222
3750,"while the story does seem pretty unbelievable at times , it 's awfully entertaining to watch .",0.79167
3751,"a smart and funny , albeit sometimes superficial , cautionary tale of a technology in search of an artist .",0.75
3752,"examines its explosive subject matter as nonjudgmentally as wiseman 's previous studies of inner-city high schools , hospitals , courts and welfare centers .",0.59722
3753,"i prefer soderbergh 's concentration on his two lovers over tarkovsky 's mostly male , mostly patriarchal debating societies .",0.5
3754,"` if you are in the mood for an intelligent weepy , it can easily worm its way into your heart . '",0.70833
3755,"in imax in short , it 's just as wonderful on the big screen .",0.8472200000000001
3756,"does a good job of establishing a time and place , and of telling a fascinating character 's story .",0.73611
3757,i 'm going to give it a marginal thumbs up .,0.72222
3758,i liked it just enough .,0.65278
3759,those of you who do n't believe in santa claus probably also think that sequels can never capture the magic of the original .,0.5
3760,"well , this movie proves you wrong on both counts .",0.34722
3761,a deliciously nonsensical comedy about a city coming apart at its seams .,0.90278
3762,the rare imax movie that you 'll wish was longer than an hour .,0.73611
3763,my wife 's plotting is nothing special ; it 's the delivery that matters here .,0.5
3764,"i 've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we 've got something pretty damn close .",0.70833
3765,a moving and not infrequently breathtaking film .,0.86111
3766,it 's a sharp movie about otherwise dull subjects .,0.63889
3767,"it 's like rocky and bullwinkle on speed , but that 's neither completely enlightening , nor does it catch the intensity of the movie 's strangeness .",0.375
3768,"as action-adventure , this space-based homage to robert louis stevenson 's treasure island fires on all plasma conduits .",0.77778
3769,"a melancholy , emotional film .",0.55556
3770,"while the filmmaking may be a bit disjointed , the subject matter is so fascinating that you wo n't care .",0.79167
3771,"intensely romantic , thought-provoking and even an engaging mystery .",0.8472200000000001
3772,"goofy , nutty , consistently funny .",0.88889
3773,and educational !,0.66667
3774,"another in a long line of ultra-violent war movies , this one is not quite what it could have been as a film , but the story and theme make up for it .",0.59722
3775,it leaves little doubt that kidman has become one of our best actors .,0.91667
3776,"the film boasts dry humor and jarring shocks , plus moments of breathtaking mystery .",0.8472200000000001
3777,beautifully directed and convincingly acted .,0.73611
3778,gambling and throwing a basketball game for money is n't a new plot -- in fact toback himself used it in black and white .,0.51389
3779,but toback 's deranged immediacy makes it seem fresh again .,0.75
3780,"in the director 's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .",0.69444
3781,bring on the sequel .,0.72222
3782,graced with the kind of social texture and realism that would be foreign in american teen comedies .,0.72222
3783,"if we sometimes need comforting fantasies about mental illness , we also need movies like tim mccann 's revolution no.  .",0.66667
3784,"the film occasionally tries the viewer 's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story .",0.66667
3785,"a big-budget\/all-star movie as unblinkingly pure as the hours is a distinct rarity , and an event .",0.65278
3786,"... certainly an entertaining ride , despite many talky , slow scenes .",0.65278
3787,but something seems to be missing .,0.44444
3788,"a sense of real magic , perhaps .",0.69444
3789,that haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace .,0.81944
3790,"the movie worked for me right up to the final scene , and then it caved in .",0.47222
3791,... one of the most entertaining monster movies in ages ...,0.8472200000000001
3792,"plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision .",0.69444
3793,would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ?,0.44444
3794,do you chuckle at the thought of an ancient librarian whacking a certain part of a man 's body ?,0.5
3795,"if you answered yes , by all means enjoy the new guy .",0.625
3796,"the film is ... determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation .",0.77778
3797,"missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane .",0.5
3798,an indispensable peek at the art and the agony of making people laugh .,0.65278
3799,steadfastly uncinematic but powerfully dramatic .,0.72222
3800,the engagingly primitive animated special effects contribute to a mood that 's sustained through the surprisingly somber conclusion .,0.63889
3801,"made-up lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on america 's skin-deep notions of pulchritude .",0.51389
3802,evokes the 19th century with a subtlety that is an object lesson in period filmmaking .,0.66667
3803,ya-yas everywhere will forgive the flaws and love the film .,0.77778
3804,"the film 's best trick is the way that it treats conspiracy as a kind of political blair witch , a monstrous murk that haunts us precisely because it can never be seen .",0.41667
3805,"the artwork is spectacular and unlike most animaton from japan , the characters move with grace and panache .",0.86111
3806,the picture 's fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed .,0.66667
3807,the modern remake of dumas 's story is long on narrative and ( too ) short on action .,0.33333
3808,fred schepisi 's film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen .,0.125
3809,"with a cast of a-list brit actors , it is worth searching out .",0.80556
3810,suffers from its timid parsing of the barn-side target of sons trying to breach gaps in their relationships with their fathers .,0.30556
3811,"nonchalantly freaky and uncommonly pleasurable , warm water may well be the year 's best and most unpredictable comedy .",0.94444
3812,"it 's like an old warner bros. costumer jived with sex -- this could be the movie errol flynn always wanted to make , though bette davis , cast as joan , would have killed him .",0.44444
3813,it 's a great american adventure and a wonderful film to bring to imax .,0.88889
3814,"satisfyingly scarifying , fresh and old-fashioned at the same time .",0.77778
3815,"oh , james !",0.61111
3816,"your 20th outing shows off a lot of stamina and vitality , and get this , madonna 's cameo does n't suck !",0.61111
3817,that death is merely a transition is a common tenet in the world 's religions .,0.55556
3818,this deeply spiritual film taps into the meaning and consolation in afterlife communications .,0.69444
3819,there is something that is so meditative and lyrical about babak payami 's boldly quirky iranian drama secret ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics,0.76389
3820,"a huge box-office hit in korea , shiri is a must for genre fans .",0.79167
3821,"i 'm not a fan of the phrase ` life affirming ' because it usually means ` schmaltzy , ' but real women have curves truly is life affirming .",0.75
3822,the symbols float like butterflies and the spinning styx sting like bees .,0.5
3823,i wanted more .,0.27778
3824,"if it 's unnerving suspense you 're after -- you 'll find it with ring , an indisputably spooky film ; with a screenplay to die for .",0.69444
3825,"the art direction and costumes are gorgeous and finely detailed , and kurys ' direction is clever and insightful .",0.91667
3826,red dragon makes one appreciate silence of the lambs .,0.5
3827,"proves a servicable world war ii drama that ca n't totally hide its contrivances , but it at least calls attention to a problem hollywood too long has ignored .",0.65278
3828,"leigh is n't breaking new ground , but he knows how a daily grind can kill love .",0.65278
3829,"while broomfield 's film does n't capture the effect of these tragic deaths on hip-hop culture , it succeeds as a powerful look at a failure of our justice system .",0.66667
3830,"... strips bible stores of the potential for sanctimoniousness , making them meaningful for both kids and church-wary adults .",0.625
3831,"laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl 's dilemma .",0.90278
3832,"tends to pile too many `` serious issues '' on its plate at times , yet remains fairly light , always entertaining , and smartly written .",0.66667
3833,a solidly entertaining little film .,0.79167
3834,"it 's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space .",0.76389
3835,"sayles has a knack for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors .",0.8472200000000001
3836,"despite an overwrought ending , the film works as well as it does because of the performances .",0.66667
3837,a passionately inquisitive film determined to uncover the truth and hopefully inspire action .,0.875
3838,"though nijinsky 's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature .",0.69444
3839,a muddle splashed with bloody beauty as vivid as any scorsese has ever given us .,0.625
3840,"from both a great and a terrible story , mr. nelson has made a film that is an undeniably worthy and devastating experience .",0.63889
3841,"spider-man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units .",0.38889
3842,the first shocking thing about sorority boys is that it 's actually watchable .,0.66667
3843,even more baffling is that it 's funny .,0.5
3844,"highlighted by a gritty style and an excellent cast , it 's better than one might expect when you look at the list of movies starring ice-t in a major role .",0.79167
3845,"neither quite a comedy nor a romance , more of an impish divertissement of themes that interest attal and gainsbourg -- they live together -- the film has a lot of charm .",0.63889
3846,"first and foremost ... the reason to go see `` blue crush '' is the phenomenal , water-born cinematography by david hennings .",0.86111
3847,"a visionary marvel , but it 's lacking a depth in storytelling usually found in anime like this .",0.38889
3848,"the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .",0.8333299999999999
3849,"in his latest effort , storytelling , solondz has finally made a movie that is n't just offensive -- it also happens to be good .",0.76389
3850,how i killed my father would be a rarity in hollywood .,0.48611
3851,"it 's an actor 's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .",0.55556
3852,"i just saw this movie ... well , it 's probably not accurate to call it a movie .",0.38889
3853,"what 's most memorable about circuit is that it 's shot on digital video , whose tiny camera enables shafer to navigate spaces both large ... and small ... with considerable aplomb .",0.68056
3854,"scherfig , the writer-director , has made a film so unabashedly hopeful that it actually makes the heart soar .",0.93056
3855,"yes , soar .",0.63889
3856,a delicious and delicately funny look at the residents of a copenhagen neighborhood coping with the befuddling complications life tosses at them .,0.8333299999999999
3857,`` what really happened ? '',0.44444
3858,"is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",0.33333
3859,"soderbergh , like kubrick before him , may not touch the planet 's skin , but understands the workings of its spirit .",0.80556
3860,"much credit must be given to the water-camera operating team of don king , sonny miller , and michael stewart .",0.72222
3861,their work is fantastic .,0.94444
3862,crush is so warm and fuzzy you might be able to forgive its mean-spirited second half .,0.66667
3863,"franco is an excellent choice for the walled-off but combustible hustler , but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic .",0.19444
3864,"tsai ming-liang 's witty , wistful new film , what time is it there ?",0.70833
3865,", is a temporal inquiry that shoulders its philosophical burden lightly .",0.69444
3866,the pianist lacks the quick emotional connections of steven spielberg 's schindler 's list .,0.41667
3867,but mr. polanski creates images even more haunting than those in mr. spielberg 's  classic .,0.91667
3868,"steers , in his feature film debut , has created a brilliant motion picture .",0.8333299999999999
3869,"a brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .",0.69444
3870,"as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .",0.88889
3871,"the film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in .",0.56944
3872,old-fashioned but thoroughly satisfying entertainment .,0.79167
3873,"an energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching ( or turntablism ) in particular .",0.81944
3874,"a fun family movie that 's suitable for all ages -- a movie that will make you laugh , cry and realize , ` it 's never too late to believe in your dreams . '",0.875
3875,if you open yourself up to mr. reggio 's theory of this imagery as the movie 's set ... it can impart an almost visceral sense of dislocation and change .,0.77778
3876,"i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was earnest .",0.8472200000000001
3877,"even though the film does n't manage to hit all of its marks , it 's still entertaining to watch the target practice .",0.63889
3878,"where this was lazy but enjoyable , a formula comedy redeemed by its stars , that is even lazier and far less enjoyable .",0.38889
3879,"the -d vistas from orbit , with the space station suspended like a huge set of wind chimes over the great blue globe , are stanzas of breathtaking , awe-inspiring visual poetry .",0.91667
3880,"the attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way .",0.75
3881,fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for .,0.72222
3882,"even when he 's not at his most critically insightful , godard can still be smarter than any  other filmmakers still at work .",0.72222
3883,what sets this romantic comedy apart from most hollywood romantic comedies is its low-key way of tackling what seems like done-to-death material .,0.73611
3884,"has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they 're not interested .",0.75
3885,this seductive tease of a thriller gets the job done .,0.75
3886,it 's a scorcher .,0.73611
3887,"bittersweet comedy\/drama full of life , hand gestures , and some really adorable italian guys .",0.88889
3888,works as pretty contagious fun .,0.80556
3889,"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier 's oft-brilliant safe conduct ( `` laissez-passer '' ) wears its heart on its sleeve .",0.81944
3890,a realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .,0.77778
3891,"a charming , banter-filled comedy ... one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface .",0.72222
3892,a film with almost as many delights for adults as there are for children and dog lovers .,0.8333299999999999
3893,serious movie-goers embarking upon this journey will find that the road to perdition leads to a satisfying destination .,0.8472200000000001
3894,heartwarming and gently comic even as the film breaks your heart .,0.79167
3895,"caruso sometimes descends into sub-tarantino cuteness ... but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty .",0.69444
3896,a `` black austin powers ? '',0.44444
3897,i prefer to think of it as `` pootie tang with a budget . '',0.41667
3898,sa da tay !,0.58333
3899,"oddly , the film is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny .",0.61111
3900,"i would be shocked if there was actually one correct interpretation , but that should n't make the movie or the discussion any less enjoyable .",0.55556
3901,chouraqui brings documentary-like credibility to the horrors of the killing field and the barbarism of ` ethnic cleansing . ',0.68056
3902,the best thing i can say about this film is that i ca n't wait to see what the director does next .,0.875
3903,smarter than its commercials make it seem .,0.72222
3904,one of the funnier movies in town .,0.88889
3905,campanella 's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafael 's evolution .,0.72222
3906,by turns very dark and very funny .,0.8333299999999999
3907,steven soderbergh does n't remake andrei tarkovsky 's solaris so much as distill it .,0.31944
3908,"for more than two decades mr. nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity .",0.79167
3909,simultaneously heartbreakingly beautiful and exquisitely sad .,0.58333
3910,"though overall an overwhelmingly positive portrayal , the film does n't ignore the more problematic aspects of brown 's life .",0.75
3911,the philosophical musings of the dialogue jar against the tawdry soap opera antics of the film 's action in a way that is surprisingly enjoyable .,0.41667
3912,"not too fancy , not too filling , not too fluffy , but definitely tasty and sweet .",0.69444
3913,"director lee has a true cinematic knack , but it 's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .",0.8333299999999999
3914,"as allen 's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator david presson .",0.55556
3915,jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .,0.8472200000000001
3916,"a vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from start to finish .",0.73611
3917,"if s&m seems like a strange route to true love , maybe it is , but it 's to this film 's ( and its makers ' ) credit that we believe that that 's exactly what these two people need to find each other -- and themselves .",0.72222
3918,"if the film 's vision of sport as a secular religion is a bit cloying , its through-line of family and community is heartening in the same way that each season marks a new start .",0.61111
3919,one of the best of a growing strain of daring films ... that argue that any sexual relationship that does n't hurt anyone and works for its participants is a relationship that is worthy of our respect .,0.77778
3920,... an adorably whimsical comedy that deserves more than a passing twinkle .,0.76389
3921,"an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .",0.8333299999999999
3922,"it 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but westbrook 's foundation and dalrymple 's film earn their uplift .",0.52778
3923,mel gibson fights the good fight in vietnam in director randall wallace 's flag-waving war flick with a core of decency .,0.76389
3924,"there 's real visual charge to the filmmaking , and a strong erotic spark to the most crucial lip-reading sequence .",0.65278
3925,a brutal and funny work .,0.80556
3926,"nicole holofcenter , the insightful writer\/director responsible for this illuminating comedy does n't wrap the proceedings up neatly but the ideas tie together beautifully .",0.77778
3927,"the film is a blunt indictment , part of a perhaps surreal campaign to bring kissinger to trial for crimes against humanity .",0.59722
3928,one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie .,0.80556
3929,move over bond ; this girl deserves a sequel .,0.88889
3930,the kind of trifle that date nights were invented for . .,0.51389
3931,"it 's a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries .",0.68056
3932,there 's a sheer unbridled delight in the way the story unfurls ...,0.77778
3933,tells ( the story ) with such atmospheric ballast that shrugging off the plot 's persnickety problems is simply a matter of ( being ) in a shrugging mood .,0.51389
3934,"the film is hard to dismiss -- moody , thoughtful , and lit by flashes of mordant humor .",0.77778
3935,"if the man from elysian fields is doomed by its smallness , it is also elevated by it -- the kind of movie that you enjoy more because you 're one of the lucky few who sought it out .",0.76389
3936,what emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice .,0.625
3937,promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents ' anguish .,0.72222
3938,meticulously uncovers a trail of outrageous force and craven concealment .,0.69444
3939,"hey , happy !",0.65278
3940,"is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it 's a love story as sanguine as its title .",0.70833
3941,you wo n't look at religious fanatics -- or backyard sheds -- the same way again .,0.56944
3942,at its best ... festival in cannes bubbles with the excitement of the festival in cannes .,0.41667
3943,there is a general air of exuberance in all about the benjamins that 's hard to resist .,0.69444
3944,a lovably old-school hollywood confection .,0.73611
3945,"i 'm happy to have seen it -- not as an alternate version , but as the ultimate exercise in viewing deleted scenes .",0.59722
3946,"by turns gripping , amusing , tender and heart-wrenching , laissez-passer has all the earmarks of french cinema at its best .",0.65278
3947,the warnings to resist temptation in this film ... are blunt and challenging and offer no easy rewards for staying clean .,0.59722
3948,wonder of wonders -- a teen movie with a humanistic message .,0.72222
3949,a quirky comedy set in newfoundland that cleverly captures the dry wit that 's so prevalent on the rock .,0.66667
3950,peppered with witty dialogue and inventive moments .,0.80556
3951,i 'd rather watch a rerun of the powerpuff girls,0.13889
3952,with the prospect of films like kangaroo jack about to burst across america 's winter movie screens it 's a pleasure to have a film like the hours as an alternative .,0.76389
3953,"the wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained , but its overall impact falls a little flat with a storyline that never quite delivers the original magic .",0.58333
3954,"like its title character , this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end .",0.79167
3955,"as a thoughtful and unflinching examination of an alternative lifestyle , sex with strangers is a success .",0.66667
3956,"unpretentious , charming , quirky , original",0.91667
3957,"spinning a web of dazzling entertainment may be overstating it , but `` spider-man '' certainly delivers the goods .",0.90278
3958,"other than the slightly flawed ( and fairly unbelievable ) finale , everything else is top shelf .",0.65278
3959,"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as powerful .",0.81944
3960,manages to delight without much of a story .,0.70833
3961,there 's no denying that burns is a filmmaker with a bright future ahead of him .,0.8333299999999999
3962,i have a confession to make : i did n't particularly like e.t. the first time i saw it as a young boy .,0.25
3963,that is because - damn it !,0.51389
3964,- i also wanted a little alien as a friend !,0.69444
3965,"fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .",0.8472200000000001
3966,"a genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives .",0.80556
3967,"though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could be played out in any working class community in the nation .",0.66667
3968,an energetic and engaging film that never pretends to be something it is n't .,0.73611
3969,"a violent initiation rite for the audience , as much as it is for angelique , the ( opening ) dance guarantees karmen 's enthronement among the cinema 's memorable women .",0.48611
3970,an animation landmark as monumental as disney 's  breakthrough snow white and the seven dwarfs .,0.95833
3971,"an entertaining , if ultimately minor , thriller .",0.70833
3972,sex with strangers is fascinating ...,0.8333299999999999
3973,"a subtle , poignant picture of goodness that is flawed , compromised and sad .",0.47222
3974,"a wry , affectionate delight .",0.81944
3975,"the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons .",0.81944
3976,one of those joyous films that leaps over national boundaries and celebrates universal human nature .,0.77778
