,sentence_index,sentence,splitset_label,id,values
4131,5743,"Watching the chemistry between Freeman and Judd , however , almost makes this movie worth seeing .",1,226973,0.68056
4132,5744,Almost .,1,104165,0.5
4133,5745,... a pretentious and ultimately empty examination of a sick and evil woman .,1,103192,0.33333
4134,5746,The Country Bears has no scenes that will upset or frighten young viewers .,1,226099,0.59722
4135,5747,"Unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either .",1,110825,0.31944
4136,5748,The cumulative effect of watching this 65-minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to Stonehenge .,1,226227,0.069444
4137,5749,"Before long , you 're desperate for the evening to end .",1,222570,0.18056
4138,5750,The characters are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach .,1,109654,0.125
4139,5751,Mattei 's underdeveloped effort here is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from Stock Character camp -- a drowsy drama infatuated by its own pretentious self-examination .,1,107648,0.38889
4140,5752,Only in its final surprising shots does Rabbit-Proof Fence find the authority it 's looking for .,1,108218,0.59722
4141,5753,"Is n't as sharp as the original ... Despite some visual virtues , ` Blade II ' just does n't cut it .",1,106785,0.20833000000000002
4142,5754,"... plays like a badly edited , 91-minute trailer ( and ) the director ca n't seem to get a coherent rhythm going .",1,221828,0.055555999999999994
4143,5755,"In fact , it does n't even seem like she tried .",1,224016,0.19444
4144,5756,"Maybe LeBlanc thought , `` Hey , the movie about the baseball-playing monkey was worse . ''",1,224747,0.25
4145,5757,What you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height .,1,111067,0.19444
4146,5758,Barry Sonnenfeld owes Frank the Pug big time,1,104638,0.44443999999999995
4147,5759,"The biggest problem with Roger Avary 's uproar against the MPAA is that , even in all its director 's cut glory , he 's made a film that 's barely shocking , barely interesting and most of all , barely anything .",1,109618,0.13889
4148,5760,So riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along .,1,109026,0.45833
4149,5761,"I approached the usher and said that if she had to sit through it again , she should ask for a raise .",1,106418,0.13889
4150,5762,If Sinise 's character had a brain his ordeal would be over in five minutes but instead the plot goes out of its way to introduce obstacles for him to stumble over .,1,106577,0.59722
4151,5763,"Too slow for a younger crowd , too shallow for an older one .",1,110719,0.22221999999999997
4152,5764,There 's a reason the studio did n't offer an advance screening .,1,226562,0.22221999999999997
4153,5765,`` The Adventures of Pluto Nash '' is a big time stinker .,1,227605,0.11110999999999999
4154,5766,"A punch line without a premise , a joke built entirely from musty memories of half-dimensional characters .",1,103815,0.51389
4155,5767,"Takes one character we do n't like and another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny .",1,109333,0.59722
4156,5768,The things this movie tries to get the audience to buy just wo n't fly with most intelligent viewers .,1,110208,0.26389
4157,5769,"Even if the enticing prospect of a lot of nubile young actors in a film about campus depravity did n't fade amid the deliberate , tiresome ugliness , it would be rendered tedious by Avary 's failure to construct a story with even a trace of dramatic interest .",1,223259,0.125
4158,5770,Sitting through the last reel ( spoiler alert ! ),1,108983,0.51389
4159,5771,is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his Halloween trip to the Haunted House .,1,232731,0.083333
4160,5772,"Confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",1,105190,0.13889
4161,5773,"Deadly dull , pointless meditation on losers in a gone-to-seed hotel .",1,105351,0.34722
4162,5774,"With this new Rollerball , sense and sensibility have been overrun by what can only be characterized as robotic sentiment .",1,111215,0.52778
4163,5775,One can only assume that the jury who bestowed star Hoffman 's brother Gordy with the Waldo Salt Screenwriting award at 2002 's Sundance Festival were honoring an attempt to do something different over actually pulling it off,1,108146,0.38889
4164,5776,"A movie more to be prescribed than recommended -- as visually bland as a dentist 's waiting room , complete with soothing Muzak and a cushion of predictable narrative rhythms .",1,103726,0.125
4165,5777,"Sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler .",1,225742,0.20833000000000002
4166,5778,But never mind all that ; the boobs are fantasti,1,222787,0.63889
4167,5779,"The script covers huge , heavy topics in a bland , surfacey way that does n't offer any insight into why , for instance , good things happen to bad people .",1,110148,0.26389
4168,5780,"A portrait of alienation so perfect , it will certainly succeed in alienating most viewers .",1,103799,0.20833000000000002
4169,5781,The code talkers deserved better than a hollow tribute .,1,109662,0.36111
4170,5782,Skip the film and buy the Philip Glass soundtrack CD .,1,108998,0.11110999999999999
4171,5783,Feels like a cold old man going through the motions .,1,105791,0.25
4172,5784,Dignified CEO 's meet at a rustic retreat and pee against a tree .,1,223140,0.33333
4173,5785,Can you bear the laughter ?,1,104983,0.77778
4174,5786,"Dull and mechanical , kinda like a very goofy museum exhibit",1,105549,0.59722
4175,5787,"There 's no point of view , no contemporary interpretation of Joan 's prefeminist plight , so we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .",1,110318,0.33333
4176,5788,Beware the quirky Brit-com .,1,222613,0.34722
4177,5789,They can and will turn on a dime from oddly humorous to tediously sentimental .,1,110397,0.69444
4178,5790,Has its moments -- and almost as many subplots .,1,106172,0.63889
4179,5791,"The gags , and the script , are a mixed bag .",1,109877,0.38889
4180,5792,Completely awful Iranian drama ... as much fun as a grouchy ayatollah in a cold mosque .,1,105176,0.19444
4181,5793,"Narratively , Trouble Every Day is a plodding mess .",1,107941,0.22221999999999997
4182,5794,There 's no point in extracting the bare bones of Byatt 's plot for purposes of bland Hollywood romance .,1,110313,0.34722
4183,5795,"Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space .",1,105472,0.47222
4184,5796,"Adam Sandler 's heart may be in the right place , but he needs to pull his head out of his butt",1,104078,0.23611
4185,5797,"There 's no doubting that this is a highly ambitious and personal project for Egoyan , but it 's also one that , next to his best work , feels clumsy and convoluted .",1,110310,0.51389
4186,5798,"Despite engaging offbeat touches , Knockaround Guys rarely seems interested in kicking around a raison d'etre that 's as fresh-faced as its young-guns cast .",1,105385,0.375
4187,5799,It 's all pretty tame .,1,106829,0.43056000000000005
4188,5800,The most offensive thing about the movie is that Hollywood expects people to pay to see it .,1,109978,0.18056
4189,5801,The movie is a mess from start to finish .,1,109993,0.34722
4190,5802,"The trouble with making this queen a thoroughly modern maiden is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness .",1,110220,0.29167
4191,5803,"I 'm not saying that Ice Age does n't have some fairly pretty pictures , but there 's not enough substance in the story to actually give them life .",1,106394,0.54167
4192,5804,"In the telling of a story largely untold , Bui chooses to produce something that is ultimately suspiciously familiar .",1,106718,0.59722
4193,5805,"The plot is nothing but boilerplate clichÃ©s from start to finish , and the script assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times",1,226430,0.125
4194,5806,Terminally brain dead production .,1,109370,0.11110999999999999
4195,5807,"Some episodes work , some do n't .",1,109051,0.33333
4196,5808,Beautifully filmed and well acted ... but admittedly problematic in its narrative specifics .,1,104659,0.63889
4197,5809,"J. Lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : She 's a pretty woman , but she 's no working girl .",1,224428,0.625
4198,5810,"Rymer does n't trust laughs -- and does n't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects .",1,108713,0.20833000000000002
4199,5811,"Not only are the film 's Sopranos gags incredibly dated and unfunny , they also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .",1,108065,0.055555999999999994
4200,5812,Wow .,1,227228,0.63889
4201,5813,I have not been this disappointed by a movie in a long time .,1,106476,0.097222
4202,5814,"Off the Hook is overlong and not well-acted , but credit writer-producer-director Adam Watstein with finishing it at all .",1,108107,0.25
4203,5815,It 's a drag how Nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,1,106803,0.11110999999999999
4204,5816,"Watching Harris ham it up while physically and emotionally disintegrating over the course of the movie has a certain poignancy in light of his recent death , but Boyd 's film offers little else of consequence .",1,110951,0.43056000000000005
4205,5817,"It 's also curious to note that this film , like the similarly ill-timed Antitrust , is easily as bad at a fraction the budget .",1,106831,0.16667
4206,5818,Will probably be one of those movies barely registering a blip on the radar screen of 2002 .,1,111161,0.16667
4207,5819,"The problem is not that it 's all derivative , because plenty of funny movies recycle old tropes .",1,110097,0.43056000000000005
4208,5820,The problem is that Van Wilder does little that is actually funny with the material .,1,110099,0.25
4209,5821,There 's nothing interesting in Unfaithful whatsoever .,1,110324,0.0
4210,5822,None of this is half as moving as the filmmakers seem to think .,1,108028,0.25
4211,5823,A processed comedy chop suey .,1,103812,0.36111
4212,5824,"As spent screen series go , Star Trek : Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there 's nothing to drink .",1,104516,0.40278
4213,5825,"Fails as a dystopian movie , as a retooling of Fahrenheit 451 , and even as a rip-off of The Matrix .",1,105765,0.13889
4214,5826,Full of the kind of obnoxious chitchat that only self-aware neurotics engage in .,1,105927,0.22221999999999997
4215,5827,"An erotic thriller that 's neither too erotic nor very thrilling , either .",1,104311,0.069444
4216,5828,"The movie , like Bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .",1,109986,0.34722
4217,5829,With its parade of almost perpetually wasted characters ... Margarita feels like a hazy high that takes too long to shake .,1,111203,0.27778
4218,5830,"If you value your time and money , find an escape clause and avoid seeing this trite , predictable rehash .",1,106653,0.16667
4219,5831,"The director and her capable cast appear to be caught in a heady whirl of New Age-inspired good intentions , but the spell they cast is n't the least bit mesmerizing .",1,109712,0.47222
4220,5832,Everything is pegged into the groove of a New York dating comedy with ` issues ' to simplify .,1,105719,0.51389
4221,5833,A dramatic comedy as pleasantly dishonest and pat as any Hollywood fluff .,1,103539,0.38889
4222,5834,"The cameo-packed , M : I-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise ... Then Mike Myers shows up and ruins everything .",1,109641,0.51389
4223,5835,"It comes off as so silly that you would n't be surprised if BA , Murdock and rest of the A-Team were seen giving chase in a black and red van .",1,106990,0.45833
4224,5836,The 50-something lovebirds are too immature and unappealing to care about .,1,109403,0.18056
4225,5837,"So genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen .",1,225832,0.66667
4226,5838,"It never is , not fully .",1,224382,0.44443999999999995
4227,5839,"Even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .",1,105683,0.25
4228,5840,"What with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time .",1,111060,0.33333
4229,5841,"As gamely as the movie tries to make sense of its title character , there remains a huge gap between the film 's creepy , clean-cut Dahmer ( Jeremy Renner ) and fiendish acts that no amount of earnest textbook psychologizing can bridge .",1,104490,0.18056
4230,5842,"Plodding , peevish and gimmicky .",1,108415,0.20833000000000002
4231,5843,"The Four Feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox .",1,109421,0.68056
4232,5844,Oozes condescension from every pore .,1,108223,0.52778
4233,5845,`` Solaris '' is a shapeless inconsequential move relying on the viewer to do most of the work .,1,227588,0.13889
4234,5846,"The direction , by George Hickenlooper , has no snap to it , no wiseacre crackle or hard-bitten cynicism .",1,109700,0.31944
4235,5847,"Though this saga would be terrific to read about , it is dicey screen material that only a genius should touch .",1,110617,0.63889
4236,5848,It has plenty of laughs .,1,224313,0.75
4237,5849,It just does n't have much else ... especially in a moral sense .,1,224344,0.43056000000000005
4238,5850,"An awful lot like one of ( Spears ' ) music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .",1,104265,0.18056
4239,5851,"Confusion is one of my least favourite emotions , especially when I have to put up with 146 minutes of it .",1,222991,0.055555999999999994
4240,5852,"( H ) ad I suffered and bled on the hard ground of Ia Drang , I 'd want something a bit more complex than We Were Soldiers to be remembered by .",1,102095,0.30556
4241,5853,"Occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma .",1,108092,0.31944
4242,5854,it may play well as a double feature with mainstream foreign mush like My Big Fat Greek Wedding,1,125054,0.51389
4243,5855,"By the time you reach the finale , you 're likely wondering why you 've been watching all this strutting and posturing .",1,104939,0.15278
4244,5856,"Journalistically dubious , inept and often lethally dull .",1,107229,0.055555999999999994
4245,5857,Putting the primitive murderer inside a high-tech space station unleashes a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest .,1,108514,0.36111
4246,5858,"At its best , it 's Black Hawk Down with more heart .",1,222494,0.69444
4247,5859,"At its worst , it 's Rambo - meets-John Ford .",1,222496,0.5
4248,5860,Exactly what you 'd expect from a guy named Kaos .,1,105727,0.44443999999999995
4249,5861,This movie ... does n't deserve the energy it takes to describe how bad it is .,1,110532,0.22221999999999997
4250,5862,"With or without ballast tanks , K-19 sinks to a Harrison Ford low .",1,111205,0.30556
4251,5863,Director Oliver Parker labors so hard to whip life into The Importance of Being Earnest that he probably pulled a muscle or two .,1,105452,0.47222
4252,5864,You might be shocked to discover that Seinfeld 's real life is boring .,1,111353,0.45833
4253,5865,"It 's not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep this from being a complete waste of time .",1,106932,0.63889
4254,5866,Walsh ca n't quite negotiate the many inconsistencies in Janice 's behavior or compensate for them by sheer force of charm .,1,110919,0.43056000000000005
4255,5867,This 10th film in the series looks and feels tired .,1,110417,0.22221999999999997
4256,5868,"It leers , offering next to little insight into its intriguing subject .",1,107029,0.27778
4257,5869,I found myself growing more and more frustrated and detached as Vincent became more and more abhorrent .,1,106449,0.30556
4258,5870,One of the oddest and most inexplicable sequels in movie history .,1,108180,0.52778
4259,5871,There 's nothing to gain from watching They .,1,110326,0.11110999999999999
4260,5872,It is n't scary .,1,224334,0.36111
4261,5873,It hates its characters .,1,107007,0.22221999999999997
4262,5874,It finds no way to entertain or inspire its viewers .,1,107001,0.22221999999999997
4263,5875,"Fear permeates the whole of Stortelling , Todd Solondz ' oftentimes funny , yet ultimately cowardly autocritique .",1,105784,0.70833
4264,5876,The skirmishes for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense .,1,110164,0.33333
4265,5877,"... Ice Age treads predictably along familiar territory , making it a passable family film that wo n't win many fans over the age of 12 .",1,103179,0.43056000000000005
4266,5878,"Though the film is well-intentioned , one could rent the original and get the same love story and parable .",1,110609,0.68056
4267,5879,Just too silly and sophomoric to ensnare its target audience .,1,107263,0.29167
4268,5880,"The video work is so grainy and rough , so dependent on being ` naturalistic ' rather than carefully lit and set up , that it 's exhausting to watch .",1,110243,0.43056000000000005
4269,5881,A cleverly crafted but ultimately hollow mockumentary .,1,103481,0.375
4270,5882,It gets bogged down by hit-and-miss topical humour before getting to the truly good stuff .,1,107004,0.44443999999999995
4271,5883,"An achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses .",1,104236,0.22221999999999997
4272,5884,"It 's Tommy 's job to clean the peep booths surrounding her , and after viewing this one , you 'll feel like mopping up , too .",1,106802,0.26389
4273,5885,"Rifkin no doubt fancies himself something of a Hubert Selby Jr. , but there is n't an ounce of honest poetry in his entire script ; it 's simply crude and unrelentingly exploitative .",1,225626,0.13889
4274,5886,Such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show .,1,109245,0.13889
4275,5887,"If you go into the theater expecting a scary , action-packed chiller , you might soon be looking for a sign .",1,223980,0.27778
4276,5888,"An EXIT sign , that is .",1,222280,0.27778
4277,5889,"Holds limited appeal to those who like explosions , sadism and seeing people beat each other to a pulp .",1,106260,0.52778
4278,5890,The dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .,1,109696,0.29167
4279,5891,"A feature-length , R-rated , road-trip version of Mama 's Family .",1,103554,0.56944
4280,5892,What you end up getting is the Vertical Limit of surfing movies - memorable stunts with lots of downtime in between .,1,111062,0.41667
4281,5893,"Stealing Harvard does n't care about cleverness , wit or any other kind of intelligent humor .",1,109176,0.18056
4282,5894,"Bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly .",1,104740,0.23611
4283,5895,"There 's undeniable enjoyment to be had from films crammed with movie references , but the fun wears thin -- then out -- when there 's nothing else happening .",1,110342,0.625
4284,5896,"Imagine Kevin Smith , the blasphemous bad boy of suburban Jersey , if he were stripped of most of his budget and all of his sense of humor .",1,223993,0.097222
4285,5897,The result might look like Vulgar .,1,110136,0.5
4286,5898,Suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as Dahmer demands .,1,109257,0.16667
4287,5899,"What soured me on The Santa Clause 2 was that Santa bumps up against 21st century reality so hard , it 's icky .",1,111049,0.11110999999999999
4288,5900,It 's an 88-minute highlight reel that 's 86 minutes too long .,1,106833,0.055555999999999994
4289,5901,The film favors the scientific over the spectacular ( visually speaking ) .,1,109785,0.5
4290,5902,Such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema .,1,109247,0.11110999999999999
4291,5903,"With the exception of McCoist , the players do n't have a clue on the park .",1,111208,0.38889
4292,5904,The acting is n't much better .,1,109536,0.19444
4293,5905,The whole affair is as predictable as can be .,1,110253,0.45833
4294,5906,A not-so-Divine Secrets of the Ya-Ya Sisterhood with a hefty helping of Re-Fried Green Tomatoes .,1,103754,0.38889
4295,5907,"This cloying , voices-from-the-other-side story is hell .",1,110430,0.23611
4296,5908,A suffocating rape-payback horror show that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers .,1,103935,0.73611
4297,5909,"Star Trek was kind of terrific once , but now it is a copy of a copy of a copy .",1,109166,0.375
4298,5910,"( N ) o matter how much good will the actors generate , Showtime eventually folds under its own thinness .",1,102116,0.16667
4299,5911,"Every potential twist is telegraphed well in advance , every performance respectably muted ; the movie itself seems to have been made under the influence of Rohypnol .",1,105700,0.52778
4300,5912,Puts on airs of a Hal Hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .,1,108509,0.33333
4301,5913,"Ver Wiel 's desperate attempt at wit is lost , leaving the character of Critical Jim two-dimensional and pointless .",1,110863,0.31944
4302,5914,"Despite a performance of sustained intelligence from Stanford and another of subtle humour from Bebe Neuwirth , as an older woman who seduces Oscar , the film founders on its lack of empathy for the social milieu - rich New York intelligentsia - and its off",1,223114,0.44443999999999995
4303,5915,"Although Disney follows its standard formula in this animated adventure , it feels more forced than usual .",1,104180,0.38889
4304,5916,Gaghan ... has thrown every suspenseful clichÃ© in the book at this nonsensical story .,1,223453,0.25
4305,5917,"A sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .",1,103871,0.30556
4306,5918,( P ) artnering Murphy with Robert De Niro for the TV-cops comedy Showtime would seem to be surefire casting .,1,221075,0.63889
4307,5919,The catch is that they 're stuck with a script that prevents them from firing on all cylinders .,1,226220,0.18056
4308,5920,"` You 'll laugh for not quite and hour and a half , but come out feeling strangely unsatisfied .",1,227387,0.5
4309,5921,You 'll feel like you ate a Reeses without the peanut butter ... ',1,227260,0.20833000000000002
4310,5922,Gooding offers a desperately ingratiating performance .,1,106040,0.38889
4311,5923,"Parker should be commended for taking a fresh approach to familiar material , but his determination to remain true to the original text leads him to adopt a somewhat mannered tone ... that ultimately dulls the human tragedy at the story 's core .",1,108293,0.56944
4312,5924,The director has injected self-consciousness into the proceedings at every turn .,1,109713,0.40278
4313,5925,The results are far more alienating than involving .,1,110137,0.31944
4314,5926,Bogdanich is unashamedly pro-Serbian and makes little attempt to give voice to the other side .,1,104805,0.31944
4315,5927,"A lack of thesis makes Maryam , in the end , play out with the intellectual and emotional impact of an after-school special .",1,103670,0.45833
4316,5928,"Without Shakespeare 's eloquent language , the update is dreary and sluggish .",1,111221,0.15278
4317,5929,"If H.G. Wells had a time machine and could take a look at his kin 's reworked version , what would he say ?",1,223894,0.45833
4318,5930,"` It looks good , Sonny , but you missed the point . '",1,227367,0.31944
4319,5931,"During The Tuxedo 's 90 minutes of screen time , there is n't one true ` Chan moment ' .",1,105555,0.23611
4320,5932,"Bisset delivers a game performance , but she is unable to save the movie .",1,104759,0.56944
4321,5933,Watching Austin Powers in Goldmember is like binging on cotton candy .,1,110937,0.63889
4322,5934,"It 's sweet and fluffy at the time , but it may leave you feeling a little sticky and unsatisfied .",1,224251,0.31944
4323,5935,The most anti-human big studio picture since 3000 Miles to Graceland .,1,109966,0.58333
4324,5936,The film can depress you about life itself .,1,109783,0.22221999999999997
4325,5937,"I 'm sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an independent film can report that it is instead a cheap clichÃ© .",1,106399,0.16667
4326,5938,The acting is fine but the script is about as interesting as a recording of conversations at the Wal-Mart checkout line .,1,109535,0.31944
4327,5939,"Its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers .",1,107120,0.375
4328,5940,The plot plummets into a comedy graveyard before Janice comes racing to the rescue in the final reel .,1,110091,0.44443999999999995
4329,5941,"Sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely .",1,109078,0.30556
4330,5942,"At 90 minutes this movie is short , but it feels much longer .",1,104556,0.27778
4331,5943,"Here 's my advice , Kev .",1,223634,0.5
4332,5944,Start reading your scripts before signing that dotted line .,1,225945,0.22221999999999997
4333,5945,An alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets .,1,104256,0.36111
4334,5946,An ugly-duckling tale so hideously and clumsily told it feels accidental .,1,104372,0.097222
4335,5947,"Unfortunately , it 's also not very good .",1,226869,0.19444
4336,5948,Especially compared with the television series that inspired the movie .,1,223248,0.52778
4337,5949,"It wraps up a classic mother\/daughter struggle in recycled paper with a shiny new bow and while the audience can tell it 's not all new , at least it looks pretty .",1,107089,0.51389
4338,5950,Glazed with a tawdry B-movie scum .,1,106003,0.11110999999999999
4339,5951,"This is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness .",1,110511,0.055555999999999994
4340,5952,"It winds up moving in many directions as it searches ( vainly , I think ) for something fresh to say .",1,107079,0.20833000000000002
4341,5953,"All in all , Road to Perdition is more in love with strangeness than excellence .",1,104128,0.65278
4342,5954,A big fat pain .,1,103418,0.22221999999999997
4343,5955,A mimetic approximation of better films like Contempt and 8Â 1\/2 .,1,103716,0.34722
4344,5956,"Unintelligible , poorly acted , brain-slappingly bad , Harvard Man is ludicrous enough that it could become a cult classic .",1,110828,0.51389
4345,5957,"Watching The Powerpuff Girls Movie , my mind kept returning to one anecdote for comparison : the cartoon in Japan that gave people seizures .",1,110958,0.61111
4346,5958,An inelegant combination of two unrelated shorts that falls far short of the director 's previous work in terms of both thematic content and narrative strength .,1,104341,0.20833000000000002
4347,5959,"To build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved .",1,110660,0.16667
4348,5960,"With the cheesiest monsters this side of a horror spoof , which They is n't , it is more likely to induce sleep than fright .",1,111207,0.125
4349,5961,"Mild , meandering teen flick .",1,107765,0.52778
4350,5962,Though its atmosphere is intriguing ... the drama is finally too predictable to leave much of an impression .,1,110601,0.44443999999999995
4351,5963,"Though this rude and crude film does deliver a few gut-busting laughs , its digs at modern society are all things we 've seen before .",1,110615,0.29167
4352,5964,"Although it tries to be much more , it 's really just another Major League .",1,104188,0.30556
4353,5965,"Astonishing is n't the word -- neither is incompetent , incoherent or just plain crap .",1,222489,0.16667
4354,5966,"Indeed , none of these words really gets at the very special type of badness that is Deuces Wild .",1,106733,0.44443999999999995
4355,5967,One thing is for sure : This movie does not tell you a whole lot about Lily Chou-Chou .,1,108209,0.45833
4356,5968,"With a tone as variable as the cinematography , Schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm .",1,111193,0.20833000000000002
4357,5969,"To better understand why this did n't connect with me would require another viewing , and I wo n't be sitting through this one again ... that in itself is commentary enough .",1,110658,0.19444
4358,5970,"Cuba Gooding Jr. valiantly mugs his way through Snow Dogs , but even his boisterous energy fails to spark this leaden comedy .",1,223036,0.31944
4359,5971,Diane Lane 's sophisticated performance ca n't rescue Adrian Lyne 's Unfaithful from its sleazy moralizing .,1,105415,0.27778
4360,5972,Not at all clear what it 's trying to say and even if it were -- I doubt it would be all that interesting .,1,108058,0.13889
4361,5973,"( Swimfan ) falls victim to sloppy plotting , an insultingly unbelievable final act and a villainess who is too crazy to be interesting .",1,102141,0.15278
4362,5974,This remake of Lina Wertmuller 's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since John and Bo Derek made the ridiculous Bolero .,1,110545,0.20833000000000002
4363,5975,"Silly , loud and goofy .",1,108950,0.51389
4364,5976,Why spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?,1,111147,0.13889
4365,5977,"The French director has turned out nearly 21\/2 hours of unfocused , excruciatingly tedious cinema that , half an hour in , starts making water torture seem appealing .",1,109424,0.11110999999999999
4366,5978,The basic premise is intriguing but quickly becomes distasteful and downright creepy .,1,109586,0.20833000000000002
4367,5979,The Pool drowned me in boredom .,1,109468,0.27778
4368,5980,It 's like an all-star salute to Disney 's cheesy commercialism .,1,106894,0.22221999999999997
4369,5981,"It 's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one .",1,106883,0.15278
4370,5982,"Some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity .",1,109064,0.34722
4371,5983,"There 's an excellent 90-minute film here ; unfortunately , it runs for 170 .",1,110299,0.29167
4372,5984,"As saccharine movies go , this is likely to cause massive cardiac arrest if taken in large doses .",1,104514,0.36111
4373,5985,"Die Another Day is only intermittently entertaining but it 's hard not to be a sucker for its charms , or perhaps it 's just impossible not to feel nostalgia for movies you grew up with .",1,105428,0.59722
4374,5986,"As is often the case with ambitious , eager first-time filmmakers , Mr. Murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold .",1,222460,0.34722
4375,5987,"The mystery of Enigma is how a rich historical subject , combined with so much first-rate talent ... could have yielded such a flat , plodding picture .",1,110027,0.27778
4376,5988,"It throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , `` Look at this !",1,224395,0.63889
4377,5989,This is an interesting movie ! '',1,226655,0.88889
4378,5990,But the film itself is ultimately quite unengaging .,1,222809,0.16667
4379,5991,The inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror\/action hybrid .,1,109904,0.22221999999999997
4380,5992,"It 's not only dull because we 've seen ( Eddie ) Murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed .",1,106933,0.33333
4381,5993,Avary 's film never quite emerges from the shadow of Ellis ' book .,1,104592,0.43056000000000005
4382,5994,"A poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda .",1,103794,0.44443999999999995
4383,5995,"While it is interesting to witness the conflict from the Palestinian side , Longley 's film lacks balance ... and fails to put the struggle into meaningful historical context .",1,111110,0.27778
4384,5996,"Woo has as much right to make a huge action sequence as any director , but how long will filmmakers copy the `` Saving Private Ryan '' battle scenes before realizing Steven Spielberg got it right the first time ?",1,227216,0.23611
4385,5997,"It 's sincere to a fault , but , unfortunately , not very compelling or much fun .",1,106950,0.44443999999999995
4386,5998,"... Jones , despite a definitely distinctive screen presence , just is n't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead 's specific gifts .",1,103180,0.55556
4387,5999,This follow-up seems so similar to the 1953 Disney classic that it makes one long for a geriatric Peter .,1,110447,0.59722
4388,6000,"Why , you may ask , why should you buy the movie milk when the TV cow is free ?",1,111143,0.29167
4389,6001,There 's no good answer to that one .,1,110312,0.33333
